Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

Designator FIDUCIAL-2X3-PANEL    378.937mil    128.937mil    378.937mil    128.937mil    378.937mil    128.937mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil     131.89mil   4237.796mil     131.89mil   4237.796mil     131.89mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil   8479.741mil   4237.796mil   8479.741mil   4237.796mil   8479.741mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL    378.937mil   8479.741mil    378.937mil   8479.741mil    378.937mil   8479.741mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL    378.937mil   8479.741mil    378.937mil   8479.741mil    378.937mil   8479.741mil  T         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil   8479.741mil   4237.796mil   8479.741mil   4237.796mil   8479.741mil  T         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil     131.89mil   4237.796mil     131.89mil   4237.796mil     131.89mil  T         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL    378.937mil    128.937mil    378.937mil    128.937mil    378.937mil    128.937mil  T         90.00 Comment        
C110       C0402             3948.937mil   4745.087mil   3948.937mil   4744.937mil   3948.937mil   4726.237mil  T         90.00 1nF            
C108       C0402             1156.937mil   5125.087mil   1156.937mil   5124.937mil   1156.937mil   5106.237mil  T         90.00 100nF          
C106       C0402             3838.937mil   5085.787mil   3838.937mil   5085.937mil   3838.937mil   5104.637mil  T        270.00 10nF           
C105       C0402             3121.937mil   5110.087mil   3121.937mil   5109.937mil   3121.937mil   5091.237mil  T         90.00 10nF           
C104       C0402             3704.937mil   4732.087mil   3704.937mil   4731.937mil   3704.937mil   4713.237mil  T         90.00 1nF            
C102       C0402             3285.937mil   5186.087mil   3285.937mil   5185.937mil   3285.937mil   5167.237mil  T         90.00 10nF           
C101       C0402             2577.937mil   5181.087mil   2577.937mil   5180.937mil   2577.937mil   5162.237mil  T         90.00 10nF           
C100       C0402             3548.937mil   4609.787mil   3548.937mil   4609.937mil   3548.937mil   4628.637mil  T        270.00 1nF            
C99        C0402              869.937mil   4829.087mil    869.937mil   4828.937mil    869.937mil   4810.237mil  T         90.00 1nF            
C98        C0402              964.787mil   5066.937mil    964.637mil   5066.937mil    945.937mil   5066.937mil  T        360.00 1nF            
C97        C0402              758.937mil   4637.087mil    758.937mil   4637.237mil    758.937mil   4655.937mil  T        270.00 1nF            
C96        C0402              557.937mil   4581.787mil    557.937mil   4581.937mil    557.937mil   4600.637mil  T        270.00 1nF            
C92        C0402              429.937mil   5202.087mil    429.937mil   5201.937mil    429.937mil   5183.237mil  T         90.00 10nF           
C91        C0402              799.087mil   5432.937mil    798.937mil   5432.937mil    780.237mil   5432.937mil  T        360.00 0402           
C89        C0402              403.787mil   5125.937mil    403.937mil   5125.937mil    422.637mil   5125.937mil  T        180.00 100nF          
C88        CAP-ELEC-063063077   1023.937mil   5353.937mil   1023.937mil   5353.937mil   1023.937mil   5251.575mil  T        270.00 UWT1V101MCL1GS 
C87        C0402              970.787mil   5114.937mil    970.937mil   5114.937mil    989.637mil   5114.937mil  T        180.00 10nF           
C83        C0402             2153.937mil   4610.087mil   2153.937mil   4609.937mil   2153.937mil   4591.237mil  T         90.00 1nF            
C79        C0402             2269.087mil   4590.937mil   2268.937mil   4590.937mil   2250.237mil   4590.937mil  T        360.00 1nF            
C78        C0402             2053.937mil   4611.087mil   2053.937mil   4610.937mil   2053.937mil   4592.237mil  T         90.00 1nF            
C75        C0402             1839.787mil   4590.937mil   1839.937mil   4590.937mil   1858.637mil   4590.937mil  T        180.00 1nF            
C74        C0402             2288.087mil   4704.937mil   2287.937mil   4704.937mil   2269.237mil   4704.937mil  T        360.00 1nF            
C64        C0402             2349.087mil   5025.937mil   2348.937mil   5025.937mil   2330.237mil   5025.937mil  T        360.00 1nF            
C62        C0402             1952.937mil   4653.787mil   1952.937mil   4653.937mil   1952.937mil   4672.637mil  T        270.00 1nF            
C61        C0402             1843.787mil   5007.937mil   1843.937mil   5007.937mil   1862.637mil   5007.937mil  T        180.00 1nF            
C60        C0402             1868.937mil   5188.087mil   1868.937mil   5187.937mil   1868.937mil   5169.237mil  T         90.00 10nF           
C59        C0402              956.937mil   4609.787mil    956.937mil   4609.637mil    956.937mil   4590.937mil  T         90.00 1nF            
C58        C0402             1054.937mil   4610.087mil   1054.937mil   4609.937mil   1054.937mil   4591.237mil  T         90.00 1nF            
C48        C0402              855.937mil   4610.787mil    855.937mil   4610.637mil    855.937mil   4591.937mil  T         90.00 1nF            
C47        C0402              644.087mil   4589.937mil    644.237mil   4589.937mil    662.937mil   4589.937mil  T        180.00 1nF            
TP105      TP-2              3507.892mil    5598.48mil   3507.892mil    5598.48mil   3507.892mil    5598.48mil  B         90.00 TP4            
TP43       TP-2              3707.937mil   7537.937mil   3707.937mil   7537.937mil   3707.937mil   7537.937mil  B         90.00 TP4            
D28        SOD523_           2919.937mil   5968.937mil   2919.937mil   5968.937mil   2919.937mil   5941.378mil  T        270.00 BAT54          
TP48       TP-2              3505.937mil   7299.937mil   3505.937mil   7299.937mil   3505.937mil   7299.937mil  B         90.00 TP4            
TP44       TP-2              3707.937mil   7352.937mil   3707.937mil   7352.937mil   3707.937mil   7352.937mil  B         90.00 TP4            
P1         HDR2X4            2141.937mil   7556.937mil   2291.937mil   7606.937mil   2291.937mil   7606.937mil  T        180.00 Header 4X2     
D69        SOD923-100X40-2N     833.35mil   6247.935mil     833.35mil   6247.936mil     833.35mil   6230.219mil  T        270.00 ESD9B3.3ST5G   
D68        SOD923-100X40-2N     753.67mil   6247.122mil     753.67mil   6247.122mil     753.67mil   6229.405mil  T        270.00 ESD9B3.3ST5G   
D67        SOD923-100X40-2N    920.276mil   6351.181mil    920.276mil   6351.181mil    920.276mil   6333.465mil  T        270.00 ESD9B3.3ST5G   
D66        SOD923-100X40-2N     828.74mil   6350.197mil     828.74mil   6350.197mil     828.74mil    6332.48mil  T        270.00 ESD9B3.3ST5G   
D65        SOD923-100X40-2N    673.228mil   6257.677mil    673.228mil   6257.677mil    673.228mil   6239.961mil  T        270.00 ESD9B3.3ST5G   
D64        SOD923-100X40-2N    632.966mil   6250.695mil    632.966mil   6250.695mil    632.966mil   6232.978mil  T        270.00 ESD9B3.3ST5G   
U10        QFN50P350X350X100_RGY_S-PVQFN-N14   2686.024mil   7084.449mil   2686.024mil   7084.449mil   2622.047mil   7054.921mil  T        360.00 SN74AHCT125RGYR
C31        C0402             2585.944mil   7085.153mil   2585.944mil   7085.003mil   2585.944mil   7066.303mil  T         90.00 100nF          
J18        502570-0893_-_MOLEX_SD    596.476mil   5902.398mil    591.063mil   5899.937mil    425.709mil   5793.638mil  T         90.00 502570-0893    
TP51       TP-2              4177.937mil   7285.937mil   4177.937mil   7285.937mil   4177.937mil   7285.937mil  B        180.00 TP4            
TP45       TP-2              3374.937mil   7964.937mil   3374.937mil   7964.937mil   3374.937mil   7964.937mil  B        180.00 TP4            
TP68       TP-2              4254.937mil   6153.937mil   4254.937mil   6153.937mil   4254.937mil   6153.937mil  B         90.00 TP4            
TP60       TP-2                 367.7mil   6674.924mil      367.7mil   6674.924mil      367.7mil   6674.924mil  B         90.00 TP4            
TP61       TP-2               808.071mil   6617.913mil    808.071mil   6617.913mil    808.071mil   6617.913mil  B         90.00 TP4            
D5         SOD323-R          4212.795mil   7949.595mil   4212.449mil   7949.595mil   4256.449mil   7949.595mil  T        360.00 RSB39VTE-17    
C50        C0603             1307.937mil   6738.937mil   1307.937mil   6738.937mil   1281.165mil   6738.937mil  T        360.00 C0603TBD       
C27        C0603             1307.937mil   7244.937mil   1307.937mil   7244.937mil   1281.165mil   7244.937mil  T        360.00 C0603TBD       
C32        C0402              819.593mil   6487.739mil    819.593mil   6487.889mil    819.593mil   6506.589mil  T        270.00 1uF            
C43        C0402              819.534mil   6565.832mil    819.534mil   6565.982mil    819.534mil   6584.682mil  T        270.00 10nF           
D27        SOT886             706.927mil   6906.748mil    706.937mil   6906.748mil     693.65mil   6926.433mil  T        270.00 PRTR5V0U2F     
L5         DLW21HN900SQ2L     817.937mil   6906.748mil    817.937mil   6906.748mil    851.402mil       6891mil  T        180.00 DLW21HN900SQ2L 
R41        R0402             2016.937mil   6949.886mil   2016.937mil   6949.937mil   2016.937mil   6968.835mil  T        270.00 1k             
S2         KMR_6_Series      2515.937mil   7294.937mil   2515.937mil   7294.937mil    2472.63mil   7214.228mil  T         90.00 KMR741NG ULC LFS
R37        R0402             2074.581mil   7075.553mil    2074.53mil   7075.553mil   2055.633mil   7075.553mil  T        360.00 100K           
R31        R0402             2278.456mil   7238.533mil   2278.456mil   7238.482mil   2278.456mil   7219.584mil  T         90.00 100K           
R38        R0402             2152.697mil   7076.475mil   2152.748mil   7076.475mil   2171.646mil   7076.475mil  T        180.00 100K           
R85        R0402             3067.937mil   5726.988mil   3067.937mil   5726.937mil   3067.937mil   5708.039mil  T         90.00 10K            
Q5         SOT23-3            531.622mil   7660.236mil    533.937mil   7659.937mil    573.307mil   7622.535mil  T         90.00 IRLML6346TRPBF 
C77        C0402             1766.332mil   5993.702mil   1766.332mil   5993.852mil   1766.332mil   6012.552mil  T        270.00 10nF           
D4         SOD323-R          2339.591mil   7941.937mil   2339.937mil   7941.937mil   2295.937mil   7941.937mil  T        180.00 RSB39VTE-17    
D11        SOD323-R          1505.937mil   7919.283mil   1505.937mil   7918.937mil   1505.937mil   7962.937mil  T         90.00 RSB39VTE-17    
D14        SOD323-R           738.591mil   7880.937mil    738.937mil   7880.937mil    694.937mil   7880.937mil  T        180.00 RSB39VTE-17    
D3         SOD923-100X40-2N    2861.13mil   6355.105mil    2861.13mil   6355.105mil   2843.413mil   6355.105mil  T        180.00 ESD9B3.3ST5G   
D19        SMA-SM            2161.079mil   7899.886mil   2146.937mil   7927.937mil   2067.937mil   7927.937mil  T        180.00 B240A-13-F     
D21        SOD323-R           351.196mil     7674.2mil    351.542mil     7674.2mil    307.542mil     7674.2mil  T        180.00 RSB39VTE-17    
D12        SMA-SM             628.886mil   7692.795mil    656.937mil   7706.937mil    656.937mil   7785.937mil  T         90.00 B240A-13-F     
U7         SOT26P285X140-6L   2367.937mil   7322.252mil   2367.937mil   7322.252mil   2330.535mil   7272.055mil  T         90.00 ZXGD3009E6     
U5         SOT26P285X140-6L   1845.134mil   7657.937mil   1845.134mil   7657.937mil   1895.331mil   7620.535mil  T        180.00 ZXGD3009E6     
U4         SOT26P285X140-6L   1444.488mil   7657.283mil   1444.488mil   7657.283mil   1494.685mil   7619.882mil  T        180.00 ZXGD3009E6     
U3         SOT26P285X140-6L   1042.913mil   7657.283mil   1042.913mil   7657.283mil    1093.11mil   7619.882mil  T        180.00 ZXGD3009E6     
U6         SOT26P285X140-6L    881.213mil   7461.811mil    881.213mil   7461.811mil    931.409mil   7424.409mil  T        180.00 ZXGD3009E6     
R30        R0402             2697.835mil   7263.532mil   2697.835mil   7263.583mil   2697.835mil   7282.481mil  T        270.00 10K            
R25        R0402             2594.937mil   7441.988mil   2594.937mil   7441.937mil   2594.937mil   7423.039mil  T         90.00 100R           
R21        R0402             1752.937mil   7674.886mil   1752.937mil   7674.937mil   1752.937mil   7693.835mil  T        270.00 100R           
R20        R0402             1352.953mil   7674.949mil   1352.953mil       7675mil   1352.953mil   7693.898mil  T        270.00 100R           
R19        R0402             2861.593mil   6439.478mil   2861.543mil   6439.478mil   2842.644mil   6439.478mil  T        360.00 1k             
R26        R0402             2267.937mil   7766.886mil   2267.937mil   7766.937mil   2267.937mil   7785.835mil  T        270.00 10K            
C22        C0402             2367.881mil   7229.406mil   2367.731mil   7229.406mil   2349.031mil   7229.406mil  T        360.00 100nF          
C21        C0402             1877.284mil   7566.937mil   1877.134mil   7566.937mil   1858.434mil   7566.937mil  T        360.00 100nF          
C20        C0402             1476.134mil   7569.685mil   1475.984mil   7569.685mil   1457.284mil   7569.685mil  T        360.00 100nF          
C19        C0402             1074.559mil   7568.701mil   1074.409mil   7568.701mil   1055.709mil   7568.701mil  T        360.00 100nF          
R107       R0402             2310.937mil   5134.886mil   2310.937mil   5134.937mil   2310.937mil   5153.835mil  T        270.00 100K           
C107       C0402             2429.787mil   5086.937mil   2429.937mil   5086.937mil   2448.637mil   5086.937mil  T        180.00 0402           
R64        R0402              960.848mil   6319.498mil    960.848mil   6319.447mil    960.848mil   6300.549mil  T         90.00 10K            
C71        C0402              435.553mil   6288.749mil    435.702mil   6288.749mil    454.402mil   6288.749mil  T        180.00 100nF          
C33        C0402             1481.301mil   7144.884mil   1481.301mil   7145.034mil   1481.301mil   7163.734mil  T        270.00 100nF          
TP41       TP-2              1934.937mil   8018.937mil   1934.937mil   8018.937mil   1934.937mil   8018.937mil  B         90.00 TP4            
C13        C0402             2887.787mil   7787.937mil   2887.937mil   7787.937mil   2906.637mil   7787.937mil  T        180.00 1nF            
C15        C0603             2887.937mil   7732.937mil   2887.937mil   7732.937mil   2914.709mil   7732.937mil  T        180.00 100nF          
C16        C1206             2871.937mil   7646.937mil   2871.937mil   7646.937mil   2924.102mil   7646.937mil  T        180.00 TBD            
C24        C0805             2875.583mil   7256.236mil   2875.583mil   7256.535mil   2875.583mil   7293.937mil  T        270.00 10uF           
TP79       TP-2               4086.99mil   5660.687mil    4086.99mil   5660.687mil    4086.99mil   5660.687mil  B         90.00 TP4            
TP57       TP-2              4150.937mil   6560.937mil   4150.937mil   6560.937mil   4150.937mil   6560.937mil  B         90.00 TP4            
TP46       TP-2              3167.937mil   7688.937mil   3167.937mil   7688.937mil   3167.937mil   7688.937mil  B         90.00 TP4            
TP42       TP-2               552.937mil   7848.937mil    552.937mil   7848.937mil    552.937mil   7848.937mil  B         90.00 TP4            
TP47       TP-2              2938.937mil   7265.937mil   2938.937mil   7265.937mil   2938.937mil   7265.937mil  B         90.00 TP4            
TP36       TP-2              3905.015mil   8224.757mil   3905.015mil   8224.757mil   3905.015mil   8224.757mil  B         90.00 TP4            
C66        C0402              976.283mil   6470.716mil    976.283mil   6470.866mil    976.283mil   6489.566mil  T        270.00 100nF          
R66        R0402              358.158mil   6288.991mil    358.107mil   6288.991mil    339.209mil   6288.991mil  T        360.00 R0402TBD       
C67        C0402              358.257mil   6328.991mil    358.107mil   6328.991mil    339.407mil   6328.991mil  T        360.00 C0402TBD       
J20        HDR2X12           1604.937mil   5759.937mil   2154.937mil   5809.937mil   2154.937mil   5809.937mil  T        180.00 Header 12X2    
J13        HDR2X5            1246.937mil   6173.937mil   1446.937mil   6223.937mil   1446.937mil   6223.937mil  T        180.00 Header 5X2     
TP78       TP-2              2878.937mil   5669.437mil   2878.937mil   5669.437mil   2878.937mil   5669.437mil  B         90.00 TP4            
TP74       TP-2              3309.055mil   5804.921mil   3309.055mil   5804.921mil   3309.055mil   5804.921mil  B         90.00 TP4            
R117       R0402             2429.886mil   5127.357mil   2429.937mil   5127.357mil   2448.835mil   5127.357mil  T        180.00 10K            
D23        LED2012120         353.281mil   7204.699mil    353.611mil   7204.699mil     394.95mil   7204.699mil  T        180.00 5988170107F    
TP84       TP-2              2387.937mil   5127.937mil   2387.937mil   5127.937mil   2387.937mil   5127.937mil  B          0.00 TP4            
R125       2512R-0.55        2011.056mil   4869.937mil   2011.056mil   4869.937mil   2011.056mil   4753.795mil  T         90.00 2512           
R126       2512R-0.55        2163.056mil   4869.937mil   2163.056mil   4869.937mil   2163.056mil   4753.795mil  T         90.00 2512           
R108       R0402             2350.937mil   5134.886mil   2350.937mil   5134.937mil   2350.937mil   5153.835mil  T        270.00 10K            
R111       R0402             1826.937mil   5141.886mil   1826.937mil   5141.835mil   1826.937mil   5122.937mil  T         90.00 1M             
J24        4POL254           2053.937mil   4448.937mil   2053.937mil   4448.937mil   2203.937mil   4448.937mil  T        180.00 Molex 0705430003
J25        4POL254           2563.937mil   4448.937mil   2563.937mil   4448.937mil   2713.937mil   4448.937mil  T        180.00 Molex 0705430003
C123       C0402             2429.787mil   5048.937mil   2429.937mil   5048.937mil   2448.637mil   5048.937mil  T        180.00 0402           
C85        C0402             2235.087mil   5432.937mil   2234.937mil   5432.937mil   2216.237mil   5432.937mil  T        360.00 0402           
C111       C0402             1954.507mil   5080.937mil   1954.357mil   5080.937mil   1935.657mil   5080.937mil  T        360.00 100nF          
D26        SOD323-R           376.283mil   6965.937mil    375.937mil   6965.937mil    419.937mil   6965.937mil  T        360.00 RSB39VTE-17    
D20        LED2012120         616.937mil   7909.268mil    616.937mil   7908.937mil    616.937mil   7867.599mil  T         90.00 5988110107F    
D13        SOD923-100X40-2N   2992.965mil   6358.901mil   2992.965mil   6358.901mil   2975.249mil   6358.901mil  T        180.00 ESD9B3.3ST5G   
D16        LED2012120         876.606mil   7892.937mil    876.937mil   7892.937mil    918.275mil   7892.937mil  T        180.00 5988110107F    
D17        LED2012120        1278.606mil   7892.937mil   1278.937mil   7892.937mil   1320.275mil   7892.937mil  T        180.00 5988110107F    
D18        LED2012120        1677.606mil   7892.937mil   1677.937mil   7892.937mil   1719.275mil   7892.937mil  T        180.00 5988110107F    
D9         LED2012120        2564.937mil   7909.606mil   2564.937mil   7909.937mil   2564.937mil   7951.275mil  T        270.00 5988110107F    
U2         SOT26P285X140-6L   2171.937mil   7746.937mil   2171.937mil   7746.937mil   2222.134mil   7709.535mil  T        180.00 ZXGD3009E6     
C18        C0402             2281.787mil   7703.937mil   2281.937mil   7703.937mil   2300.637mil   7703.937mil  T        180.00 100nF          
TP75       TP-2              2978.937mil   5800.937mil   2978.937mil   5800.937mil   2978.937mil   5800.937mil  B          0.00 TP4            
TP76       TP-2              3078.937mil   5722.937mil   3078.937mil   5722.937mil   3078.937mil   5722.937mil  B          0.00 TP4            
TP77       TP-2              2978.937mil   5703.937mil   2978.937mil   5703.937mil   2978.937mil   5703.937mil  B          0.00 TP4            
FD1        FIDUCIAL-1X2      4009.937mil   8068.937mil   4009.937mil   8068.937mil   4009.937mil   8068.937mil  T        270.00 FIDUCIAL       
FD3        FIDUCIAL-1X2      4019.937mil   4619.937mil   4019.937mil   4619.937mil   4019.937mil   4619.937mil  T        360.00 FIDUCIAL       
FD2        FIDUCIAL-1X2       553.937mil   8021.937mil    553.937mil   8021.937mil    553.937mil   8021.937mil  T         90.00 FIDUCIAL       
D2         SMA-SM            3864.394mil   7911.311mil   3850.252mil   7939.362mil   3771.252mil   7939.362mil  T        180.00 SK310A-TP      
C23        C0402              950.027mil    7390.81mil    950.177mil    7390.81mil    968.877mil    7390.81mil  T        180.00 100nF          
R72        R0402              3162.06mil   6319.084mil   3162.009mil   6319.084mil   3143.111mil   6319.084mil  T        360.00 1k             
R74        R0402             3288.858mil   6317.537mil   3288.807mil   6317.537mil   3269.909mil   6317.537mil  T        360.00 1k             
J15        70543-02          3233.937mil   6166.937mil   3233.937mil   6166.937mil   3183.937mil   6166.937mil  T        360.00 C-GRID-02-70543
J14        70543-02          2916.937mil   6166.937mil   2916.937mil   6166.937mil   2866.937mil   6166.937mil  T        360.00 C-GRID-02-70543
D1         DO-214AB          2840.937mil   8125.382mil   2840.937mil   8124.937mil   2840.937mil   8243.937mil  T         90.00 S3A-13-F       
D22        DO-214AB          2801.492mil   7466.937mil   2801.937mil   7466.937mil   2682.937mil   7466.937mil  T        180.00 S3A-13-F       
J9         70543-03          2910.937mil   6612.937mil   2910.937mil   6612.937mil   2810.937mil   6612.937mil  T        360.00 Molex 70543-03 
J10        70543-03          3321.437mil   6612.937mil   3321.437mil   6612.937mil   3221.437mil   6612.937mil  T        360.00 Molex 70543-03 
J11        70543-03          3731.937mil   6612.937mil   3731.937mil   6612.937mil   3631.937mil   6612.937mil  T        360.00 Molex 70543-03 
J5         70543-03          2910.937mil   6852.937mil   2910.937mil   6852.937mil   3010.937mil   6852.937mil  T        180.00 Molex 70543-03 
J7         70543-03          3731.937mil   6852.937mil   3731.937mil   6852.937mil   3831.937mil   6852.937mil  T        180.00 Molex 70543-03 
R76        R0402             3544.026mil   6314.393mil   3543.975mil   6314.393mil   3525.077mil   6314.393mil  T        360.00 1k             
D6         SMA-SM            1035.988mil   7875.079mil   1007.937mil   7860.937mil   1007.937mil   7781.937mil  T        270.00 B240A-13-F     
D7         SMA-SM            1434.988mil   7875.079mil   1406.937mil   7860.937mil   1406.937mil   7781.937mil  T        270.00 B240A-13-F     
D8         SMA-SM            1834.988mil   7873.079mil   1806.937mil   7858.937mil   1806.937mil   7779.937mil  T        270.00 B240A-13-F     
D15        SMA-SM            2744.079mil   7838.886mil   2729.937mil   7866.937mil   2650.937mil   7866.937mil  T        180.00 B240A-13-F     
J2         70543-02           427.937mil   7848.937mil    427.937mil   7848.937mil    377.937mil   7848.937mil  T        360.00 C-GRID-02-70543
Q1         SOT669             825.433mil   7672.765mil    825.433mil   7700.962mil    750.433mil   7600.568mil  T        360.00 PSMN7R0-60YS,115
Q2         SOT669            1223.937mil   7672.765mil   1223.937mil   7700.962mil   1148.937mil   7600.568mil  T        360.00 PSMN7R0-60YS,115
Q3         SOT669            1624.937mil   7672.765mil   1624.937mil   7700.962mil   1549.937mil   7600.568mil  T        360.00 PSMN7R0-60YS,115
Q4         SOT669            2480.433mil   7592.765mil   2480.433mil   7620.962mil   2405.433mil   7520.568mil  T        360.00 PSMN7R0-60YS,115
R14        R0603               693.94mil    7950.94mil    693.937mil   7950.937mil    667.168mil    7950.94mil  T        360.00 1.8K           
R16        R0402              769.886mil   7509.937mil    769.937mil   7509.937mil    788.835mil   7509.937mil  T        180.00 100R           
R17        R0402             2078.937mil   7723.988mil   2078.937mil   7723.937mil   2078.937mil   7705.039mil  T         90.00 10r            
R12        R0603             1925.934mil   7950.934mil   1925.937mil   7950.937mil   1952.706mil   7950.934mil  T        180.00 1.8K           
R18        R0402             2077.937mil   7801.886mil   2077.937mil   7801.937mil   2077.937mil   7820.835mil  T        270.00 100R           
R22        R0402             2873.616mil   6309.963mil   2873.565mil   6309.963mil   2854.667mil   6309.963mil  T        360.00 100K           
R6         R0603              895.934mil   7950.937mil    895.937mil    7950.94mil    922.706mil   7950.937mil  T        180.00 1.8K           
R35        R0402             2997.149mil   6441.533mil   2997.098mil   6441.533mil     2978.2mil   6441.533mil  T        360.00 100K           
R23        R0402             2996.939mil    6315.75mil   2996.888mil    6315.75mil    2977.99mil    6315.75mil  T        360.00 1k             
R7         R0603             1298.934mil   7950.934mil   1298.937mil   7950.937mil   1325.706mil   7950.934mil  T        180.00 1.8K           
R39        R0402             2838.532mil   7013.583mil   2838.583mil   7013.583mil   2857.481mil   7013.583mil  T        180.00 10K            
R24        R0402             1753.937mil   7598.988mil   1753.937mil   7598.937mil   1753.937mil   7580.039mil  T         90.00 10r            
R8         R0603             1698.934mil   7950.927mil   1698.937mil   7950.931mil   1725.706mil   7950.927mil  T        180.00 1.8K           
R29        R0402             2652.559mil   7263.532mil   2652.559mil   7263.583mil   2652.559mil   7282.481mil  T        270.00 10K            
R27        R0402             2349.988mil   7419.937mil   2349.937mil   7419.937mil   2331.039mil   7419.937mil  T        360.00 10r            
R9         R0603              2648.94mil   7950.927mil   2648.937mil   7950.924mil   2622.169mil   7950.927mil  T        360.00 1.8K           
R15        R0402              789.937mil   7448.988mil    789.937mil   7448.937mil    789.937mil   7430.039mil  T         90.00 10r            
R28        R0402              974.937mil   7489.886mil    974.937mil   7489.937mil    974.937mil   7508.835mil  T        270.00 10K            
C72        C0603             1676.533mil    6006.06mil   1676.533mil    6006.06mil   1676.533mil   5979.288mil  T         90.00 0603           
C73        C0402             1626.752mil   5997.938mil   1626.752mil   5998.088mil   1626.752mil   6016.788mil  T        270.00 100nF          
C26        C0402             2766.582mil   7279.331mil   2766.732mil   7279.331mil   2785.432mil   7279.331mil  T        180.00 100nF          
C37        C0603             1856.051mil   6981.487mil   1856.051mil   6981.487mil   1882.822mil   6981.487mil  T        180.00 0603           
C46        C0402             1851.087mil   6931.937mil   1850.937mil   6931.937mil   1832.237mil   6931.937mil  T        360.00 100nF          
C44        C0402             2318.937mil   6954.087mil   2318.937mil   6953.937mil   2318.937mil   6935.237mil  T         90.00 100nF          
C65        C0402             2619.937mil   6323.787mil   2619.937mil   6323.937mil   2619.937mil   6342.637mil  T        270.00 100nF          
C80        C0402             2417.937mil   5946.787mil   2417.937mil   5946.937mil   2417.937mil   5965.637mil  T        270.00 100nF          
C52        C0402             1652.937mil   6622.787mil   1652.937mil   6622.937mil   1652.937mil   6641.637mil  T        270.00 100nF          
C68        C0402             1624.787mil   6304.937mil   1624.937mil   6304.937mil   1643.637mil   6304.937mil  T        180.00 100nF          
C42        C0603             1635.915mil   7203.176mil   1635.915mil   7203.176mil   1635.915mil   7176.404mil  T         90.00 3pF            
C41        C0603             1901.915mil   7232.404mil   1901.915mil   7232.404mil   1901.915mil   7259.176mil  T        270.00 3pF            
C81        C0402             2481.937mil   5948.787mil   2481.937mil   5948.937mil   2481.937mil   5967.637mil  T        270.00 100nF          
C56        C0402              2621.02mil    6433.79mil    2621.02mil    6433.64mil    2621.02mil    6414.94mil  T         90.00 100nF          
C45        C0402             2259.787mil   6935.937mil   2259.937mil   6935.937mil   2278.637mil   6935.937mil  T        180.00 100nF          
C69        C0402             1605.787mil   6263.937mil   1605.937mil   6263.937mil   1624.637mil   6263.937mil  T        180.00 100nF          
C54        C0402             1653.937mil   6524.087mil   1653.937mil   6523.937mil   1653.937mil   6505.237mil  T         90.00 100nF          
C63        C0402             1659.025mil   6372.738mil   1659.025mil   6372.888mil   1659.025mil   6391.588mil  T        270.00 100nF          
C30        C0402             2838.733mil   7151.535mil   2838.583mil   7151.535mil   2819.883mil   7151.535mil  T        360.00 100nF          
C29        C0402             1439.937mil   7144.787mil   1439.937mil   7144.937mil   1439.937mil   7163.637mil  T        270.00 100nF          
C28        C0402              933.937mil   7149.787mil    933.937mil   7149.937mil    933.937mil   7168.637mil  T        270.00 100nF          
C39        C0402              914.787mil   7069.937mil    914.937mil   7069.937mil    933.637mil   7069.937mil  T        180.00 100nF          
C53        C0603             1451.877mil   6653.416mil   1451.877mil   6653.416mil   1425.106mil   6653.416mil  T        360.00 0603           
C51        C0402             1638.787mil   6719.937mil   1638.937mil   6719.937mil   1657.637mil   6719.937mil  T        180.00 100nF          
C40        C0402             1561.668mil   6602.281mil   1561.668mil   6602.431mil   1561.668mil   6621.131mil  T        270.00 10nF           
C76        C0402             1725.259mil   5993.757mil   1725.259mil   5993.907mil   1725.259mil   6012.607mil  T        270.00 100nF          
C49        C0402             1655.937mil   6778.087mil   1655.937mil   6777.937mil   1655.937mil   6759.237mil  T         90.00 0402           
R48        R0402             1548.937mil   6818.988mil   1548.937mil   6818.937mil   1548.937mil   6800.039mil  T         90.00 24r            
R51        R0402             1584.937mil   6523.988mil   1584.937mil   6523.937mil   1584.937mil   6505.039mil  T         90.00 100K           
R47        R0402             1467.886mil   6838.937mil   1467.937mil   6838.937mil   1486.835mil   6838.937mil  T        180.00 24r            
R45        R0402             1468.886mil   6893.937mil   1468.937mil   6893.937mil   1487.835mil   6893.937mil  T        180.00 24r            
R43        R0402              913.886mil   6920.937mil    913.937mil   6920.937mil    932.835mil   6920.937mil  T        180.00 24r            
R46        R0402              913.886mil   6876.937mil    913.937mil   6876.937mil    932.835mil   6876.937mil  T        180.00 24r            
R42        R0402             1548.937mil   6911.886mil   1548.937mil   6911.937mil   1548.937mil   6930.835mil  T        270.00 24r            
R49        R0402             1613.937mil   6778.886mil   1613.937mil   6778.937mil   1613.937mil   6797.835mil  T        270.00 6.8K           
U9         ADuM4160          1188.937mil   6994.937mil   1188.937mil   6994.937mil   1008.819mil   7169.937mil  T        360.00 ADuM4160       
