Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

Designator FIDUCIAL-2X3-PANEL    378.937mil    128.937mil    378.937mil    128.937mil    378.937mil    128.937mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil     131.89mil   4237.796mil     131.89mil   4237.796mil     131.89mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil   8479.741mil   4237.796mil   8479.741mil   4237.796mil   8479.741mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL    378.937mil   8479.741mil    378.937mil   8479.741mil    378.937mil   8479.741mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL    378.937mil   8479.741mil    378.937mil   8479.741mil    378.937mil   8479.741mil  T         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil   8479.741mil   4237.796mil   8479.741mil   4237.796mil   8479.741mil  T         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   4237.796mil     131.89mil   4237.796mil     131.89mil   4237.796mil     131.89mil  T         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL    378.937mil    128.937mil    378.937mil    128.937mil    378.937mil    128.937mil  T         90.00 Comment        
C46        C0402             1851.087mil   2881.937mil   1850.937mil   2881.937mil   1832.237mil   2881.937mil  T        360.00 100nF          
C44        C0402             2318.937mil   2904.087mil   2318.937mil   2903.937mil   2318.937mil   2885.237mil  T         90.00 100nF          
C65        C0402             2619.937mil   2273.787mil   2619.937mil   2273.937mil   2619.937mil   2292.637mil  T        270.00 100nF          
C80        C0402             2417.937mil   1896.787mil   2417.937mil   1896.937mil   2417.937mil   1915.637mil  T        270.00 100nF          
C52        C0402             1652.937mil   2572.787mil   1652.937mil   2572.937mil   1652.937mil   2591.637mil  T        270.00 100nF          
C68        C0402             1624.787mil   2254.937mil   1624.937mil   2254.937mil   1643.637mil   2254.937mil  T        180.00 100nF          
C42        C0603             1635.915mil   3153.176mil   1635.915mil   3153.176mil   1635.915mil   3126.404mil  T         90.00 3pF            
C41        C0603             1901.915mil   3182.404mil   1901.915mil   3182.404mil   1901.915mil   3209.176mil  T        270.00 3pF            
C81        C0402             2481.937mil   1898.787mil   2481.937mil   1898.937mil   2481.937mil   1917.637mil  T        270.00 100nF          
C56        C0402              2621.02mil    2383.79mil    2621.02mil    2383.64mil    2621.02mil    2364.94mil  T         90.00 100nF          
C45        C0402             2259.787mil   2885.937mil   2259.937mil   2885.937mil   2278.637mil   2885.937mil  T        180.00 100nF          
C69        C0402             1605.787mil   2213.937mil   1605.937mil   2213.937mil   1624.637mil   2213.937mil  T        180.00 100nF          
C54        C0402             1653.937mil   2474.087mil   1653.937mil   2473.937mil   1653.937mil   2455.237mil  T         90.00 100nF          
C63        C0402             1659.025mil   2322.738mil   1659.025mil   2322.888mil   1659.025mil   2341.588mil  T        270.00 100nF          
C30        C0402             2838.733mil   3101.535mil   2838.583mil   3101.535mil   2819.883mil   3101.535mil  T        360.00 100nF          
C29        C0402             1439.937mil   3094.787mil   1439.937mil   3094.937mil   1439.937mil   3113.637mil  T        270.00 100nF          
C28        C0402              933.937mil   3099.787mil    933.937mil   3099.937mil    933.937mil   3118.637mil  T        270.00 100nF          
C39        C0402              914.787mil   3019.937mil    914.937mil   3019.937mil    933.637mil   3019.937mil  T        180.00 100nF          
C53        C0603             1451.877mil   2603.416mil   1451.877mil   2603.416mil   1425.106mil   2603.416mil  T        360.00 0603           
C51        C0402             1638.787mil   2669.937mil   1638.937mil   2669.937mil   1657.637mil   2669.937mil  T        180.00 100nF          
C40        C0402             1561.668mil   2552.281mil   1561.668mil   2552.431mil   1561.668mil   2571.131mil  T        270.00 10nF           
C76        C0402             1725.259mil   1943.757mil   1725.259mil   1943.907mil   1725.259mil   1962.607mil  T        270.00 100nF          
C49        C0402             1655.937mil   2728.087mil   1655.937mil   2727.937mil   1655.937mil   2709.237mil  T         90.00 0402           
R48        R0402             1548.937mil   2768.988mil   1548.937mil   2768.937mil   1548.937mil   2750.039mil  T         90.00 24r            
R51        R0402             1584.937mil   2473.988mil   1584.937mil   2473.937mil   1584.937mil   2455.039mil  T         90.00 100K           
R47        R0402             1467.886mil   2788.937mil   1467.937mil   2788.937mil   1486.835mil   2788.937mil  T        180.00 24r            
R45        R0402             1468.886mil   2843.937mil   1468.937mil   2843.937mil   1487.835mil   2843.937mil  T        180.00 24r            
R43        R0402              913.886mil   2870.937mil    913.937mil   2870.937mil    932.835mil   2870.937mil  T        180.00 24r            
R46        R0402              913.886mil   2826.937mil    913.937mil   2826.937mil    932.835mil   2826.937mil  T        180.00 24r            
R42        R0402             1548.937mil   2861.886mil   1548.937mil   2861.937mil   1548.937mil   2880.835mil  T        270.00 24r            
R49        R0402             1613.937mil   2728.886mil   1613.937mil   2728.937mil   1613.937mil   2747.835mil  T        270.00 6.8K           
U9         ADuM4160          1188.937mil   2944.937mil   1188.937mil   2944.937mil   1008.819mil   3119.937mil  T        360.00 ADuM4160       
J8         PN61729            596.937mil   2553.547mil    503.937mil   2553.937mil    689.937mil   2503.937mil  T        270.00 USB-B          
X1         CRYS320500        1768.915mil   3144.766mil   1768.915mil   3167.404mil    1696.08mil   3124.097mil  T        360.00 12MHz          
U11        LQFP144_N         2138.937mil   2401.039mil   2138.937mil   2401.039mil   2483.425mil   2816.394mil  T        270.00 ATSAM3X8EA-AU  
C4         C1206             3447.252mil   4196.362mil   3447.252mil   4196.362mil   3395.086mil   4196.362mil  T        360.00 4.7uF          
C1         C0805             3320.122mil   4173.729mil   3320.122mil    4173.43mil   3320.122mil   4136.028mil  T         90.00 1uF            
C5         C0402             3991.937mil   4165.087mil   3991.937mil   4164.937mil   3991.937mil   4146.237mil  T         90.00 100nF          
C3         C0805             3646.953mil   4202.362mil   3647.252mil   4202.362mil   3684.654mil   4202.362mil  T        180.00 10uF           
C7         C0402             3392.402mil   3979.362mil   3392.252mil   3979.362mil   3373.552mil   3979.362mil  T        360.00 1uF            
C6         C0603             3683.252mil   4107.362mil   3683.252mil   4107.362mil   3683.252mil   4134.134mil  T        270.00 100nF          
R2         R0402             3331.937mil   4025.886mil   3331.937mil   4025.937mil   3331.937mil   4044.835mil  T        270.00 10K            
R10        R0402             3407.252mil   3886.982mil   3407.252mil   3886.931mil   3407.252mil   3868.033mil  T         90.00 10K            
R33        R0402              816.315mil   3330.836mil    816.264mil   3330.836mil    797.366mil   3330.836mil  T        360.00 1K             
R11        R0402             3351.937mil   3886.886mil   3351.937mil   3886.937mil   3351.937mil   3905.835mil  T        270.00 10K            
R1         R0402             3316.201mil   4087.362mil   3316.252mil   4087.362mil    3335.15mil   4087.362mil  T        180.00 200K           
U1         VSSOP10           3485.252mil   4078.362mil   3485.252mil   4078.362mil   3390.764mil   4117.733mil  T        360.00 LM25011MY/NOPB 
U8         TDFN1616-6LD-PL-1   2798.583mil   3164.535mil   2798.583mil   3164.535mil   2778.898mil   3138.945mil  T        360.00 MIC5353-3.3YMT-TR
L1         XAL50XX-153       3850.252mil   4115.362mil   3850.252mil   4115.362mil   3850.252mil   4050.205mil  T         90.00 15uH           
R5         2512R-0.55        3575.252mil   3891.362mil   3575.252mil   3891.362mil    3459.11mil   3891.362mil  T        360.00 0.6r           
S1         B3F-31XX           388.937mil   3388.937mil    388.937mil   3388.937mil    339.937mil   3477.937mil  T        270.00 1571610-2      
TP40       TP-2               743.937mil   3848.937mil    743.937mil   3848.937mil    743.937mil   3848.937mil  B        360.00 TP4            
TP39       TP-2              1133.937mil   3859.937mil   1133.937mil   3859.937mil   1133.937mil   3859.937mil  B         90.00 TP4            
TP38       TP-2              1530.937mil   3859.937mil   1530.937mil   3859.937mil   1530.937mil   3859.937mil  B        270.00 TP4            
TP37       TP-2              2332.937mil   3859.937mil   2332.937mil   3859.937mil   2332.937mil   3859.937mil  B        270.00 TP4            
J4         FTSH-105-XX-X-DV   2112.937mil   3184.937mil   2112.937mil   3184.937mil   2212.937mil   3264.857mil  T        360.00 0.1in 2-Row    
LOGO1      OSHW_8X150_NOTEXT  -1136.063mil   -246.063mil     3073.2mil    3292.57mil  -1136.063mil   -246.063mil  T        360.00 OSHW_LOGO_8MILX0150-NT
J1         MSTBV10           1633.937mil   4105.937mil   1633.937mil   4105.937mil    733.937mil   4105.937mil  T          0.00 Molex 0395311010
F2         3557              3435.937mil   3372.937mil   3435.937mil   3372.937mil   3502.937mil   3107.937mil  T         90.00 3557-2         
F1         3557              3771.937mil   3372.937mil   3771.937mil   3372.937mil   3838.937mil   3107.937mil  T         90.00 3557-2         
C84        C0402             2861.473mil   2348.698mil   2861.323mil   2348.698mil   2842.623mil   2348.698mil  T        360.00 10nF           
C86        C0402             2997.214mil   2351.093mil   2997.064mil   2351.093mil   2978.364mil   2351.093mil  T        360.00 10nF           
C103       C0402             2881.937mil   1904.087mil   2881.937mil   1903.937mil   2881.937mil   1885.237mil  T         90.00 100nF          
R53        R0402              951.944mil   3624.023mil    951.944mil   3624.074mil    951.944mil   3642.972mil  T        270.00 100R           
R61        R0402TBD           879.163mil   2419.788mil    879.214mil   2419.788mil    898.112mil   2419.788mil  T        180.00 R0402TBD       
R52        R0402              954.918mil   3524.858mil    954.969mil   3524.858mil    973.867mil   3524.858mil  T        180.00 10R            
R55        R0402             1361.299mil   3539.493mil    1361.35mil   3539.493mil   1380.248mil   3539.493mil  T        180.00 10R            
C2         CAP-ELEC-063063077   3132.937mil   4080.937mil   3132.937mil   4080.937mil   3132.937mil   3978.575mil  T        270.00 UWT1V101MCL1GS 
C25        CAP-ELEC-063063077   3050.937mil   3114.937mil   3050.937mil   3114.937mil   3050.937mil   3217.299mil  T         90.00 UWT1V101MCL1GS 
C34        C0402             2838.733mil   3058.535mil   2838.583mil   3058.535mil   2819.883mil   3058.535mil  T        360.00 1uF            
C82        C0402             3390.937mil   1738.787mil   3390.937mil   1738.937mil   3390.937mil   1757.637mil  T        270.00 100nF          
U12        S25FL216K0PMFI041   3234.937mil   1682.937mil   3234.937mil   1682.937mil   3128.638mil   1757.937mil  T        360.00 S25FL216K0PMFI041
D24        LED2012120         353.281mil   3093.699mil    353.611mil   3093.699mil     394.95mil   3093.699mil  T        180.00 5988110107F    
D25        LED2012120         353.281mil   3032.699mil    353.611mil   3032.699mil     394.95mil   3032.699mil  T        180.00 5988140107F    
R34        R0402              816.042mil    3290.94mil    816.093mil    3290.94mil    834.991mil    3290.94mil  T        180.00 1K             
R36        R0402              816.029mil    3249.88mil    816.081mil    3249.88mil    834.979mil    3249.88mil  T        180.00 1K             
J16        70543-02          3548.937mil   2116.937mil   3548.937mil   2116.937mil   3498.937mil   2116.937mil  T        360.00 C-GRID-02-70543
J17        70543-02          3861.937mil   2116.937mil   3861.937mil   2116.937mil   3811.937mil   2116.937mil  T        360.00 C-GRID-02-70543
R75        R0402             3544.408mil   2392.158mil   3544.357mil   2392.158mil   3525.459mil   2392.158mil  T        180.00 100K           
R73        R0402             3289.112mil   2392.218mil   3289.061mil   2392.218mil   3270.163mil   2392.218mil  T        360.00 100K           
J6         70543-03          3321.437mil   2802.937mil   3321.437mil   2802.937mil   3421.437mil   2802.937mil  T        180.00 Molex 70543-03 
C38        C1206             3236.937mil   3020.937mil   3236.937mil   3020.937mil   3236.937mil   3073.102mil  T        270.00 TBD            
C36        C0603             3236.938mil   3193.937mil   3236.938mil   3193.937mil   3210.166mil   3193.937mil  T        360.00 100nF          
C35        C0402             3237.088mil   3133.937mil   3236.938mil   3133.937mil   3218.238mil   3133.937mil  T        360.00 1nF            
C93        C1206             4170.743mil   1435.457mil   4170.743mil   1435.457mil   4118.578mil   1435.457mil  T        360.00 TBD            
C95        C0603             4188.743mil   1503.457mil   4188.743mil   1503.457mil   4161.972mil   1503.457mil  T        360.00 100nF          
C94        C0402             4188.893mil   1561.457mil   4188.743mil   1561.457mil   4170.043mil   1561.457mil  T        360.00 1nF            
F3         3557               4171.26mil   2017.716mil    4171.26mil   2017.716mil    4238.26mil   2282.716mil  T        270.00 3557-2         
D43        DO-214AB          4145.752mil   1261.622mil   4145.307mil   1261.622mil   4264.307mil   1261.622mil  T        360.00 S3A-13-F       
J21        4POL254           4171.937mil    858.937mil   4171.937mil    858.937mil   4171.937mil   1008.937mil  T        270.00 Molex 0705430003
TP55       TP-2              4186.937mil   3564.937mil   4186.937mil   3564.937mil   4186.937mil   3564.937mil  B         90.00 TP4            
TP95       TP-2              2309.422mil    351.813mil   2309.422mil    351.813mil   2309.422mil    351.813mil  B         90.00 TP4            
TP96       TP-2              2055.445mil    515.631mil   2055.445mil    515.631mil   2055.445mil    515.631mil  B         90.00 TP4            
TP93       TP-2              2714.248mil    512.576mil   2714.248mil    512.576mil   2714.248mil    512.576mil  B         90.00 TP4            
TP94       TP-2              2613.492mil    512.979mil   2613.492mil    512.979mil   2613.492mil    512.979mil  B         90.00 TP4            
TP101      TP-2              2852.747mil   1873.968mil   2852.747mil   1873.968mil   2852.747mil   1873.968mil  B         90.00 TP4            
J3         MSTBH6            4024.567mil   3136.417mil   4024.567mil   3136.417mil   4024.567mil   2636.417mil  T         90.00 MSTBH6         
C70        C0603              520.439mil   2189.069mil    520.439mil   2189.069mil     547.21mil   2189.069mil  T        180.00 0603           
R67        R0402              794.291mil   2204.775mil    794.291mil   2204.724mil    794.291mil   2185.826mil  T         90.00 10K            
R68        R0402              872.047mil   2204.775mil    872.047mil   2204.724mil    872.047mil   2185.826mil  T         90.00 10K            
R65        R0402              871.063mil   2305.169mil    871.063mil   2305.118mil    871.063mil    2286.22mil  T         90.00 10K            
R70        R0402              712.598mil   2204.673mil    712.598mil   2204.724mil    712.598mil   2223.622mil  T        270.00 10K            
R69        R0402              592.063mil   2204.886mil    592.063mil   2204.937mil    592.063mil   2223.835mil  T        270.00 10K            
R71        R0402             1387.347mil   1864.469mil   1387.398mil   1864.469mil   1406.296mil   1864.469mil  T        180.00 4.7K           
R40        R0402             2358.995mil     2903.9mil   2358.995mil   2903.951mil   2358.995mil   2922.849mil  T        270.00 4.7K           
TP54       TP-2              2832.937mil   3121.535mil   2832.937mil   3121.535mil   2832.937mil   3121.535mil  B         90.00 TP4            
TP56       TP-2              1899.937mil   2846.937mil   1899.937mil   2846.937mil   1899.937mil   2846.937mil  B         90.00 TP4            
TP49       TP-2              2211.937mil   3216.937mil   2211.937mil   3216.937mil   2211.937mil   3216.937mil  B        360.00 TP4            
TP52       TP-2              2162.937mil   3116.937mil   2162.937mil   3116.937mil   2162.937mil   3116.937mil  B        360.00 TP4            
TP50       TP-2              2112.937mil   3216.937mil   2112.937mil   3216.937mil   2112.937mil   3216.937mil  B        360.00 TP4            
TP53       TP-2              2062.937mil   3116.937mil   2062.937mil   3116.937mil   2062.937mil   3116.937mil  B        360.00 TP4            
C122       C0603             1864.937mil   1006.937mil   1864.937mil   1006.937mil   1891.709mil   1006.937mil  T        180.00 100nF          
C109       C0603             2238.338mil   1023.937mil   2238.338mil   1023.937mil   2211.567mil   1023.937mil  T        360.00 100nF          
C57        C0603             1609.441mil   2326.471mil   1609.441mil   2326.471mil   1609.441mil     2299.7mil  T         90.00 0603           
D34        SOD923-100X40-2N   3539.368mil    2307.63mil   3539.368mil    2307.63mil   3521.652mil    2307.63mil  T        180.00 ESD9B3.3ST5G   
C55        C0603             1588.937mil   2405.937mil   1588.937mil   2405.937mil   1562.165mil   2405.937mil  T        360.00 0603           
C90        CAP-ELEC-063063077   2439.937mil   1278.937mil   2439.937mil   1278.937mil   2439.937mil   1176.575mil  T        270.00 UWT1V101MCL1GS 
J19        5POL254           3718.937mil   1708.937mil   3718.937mil   1708.937mil   3518.937mil   1708.937mil  T        360.00 0705430004     
D29        SOD523_           2962.937mil   1917.937mil   2962.937mil   1917.937mil   2962.937mil   1945.496mil  T         90.00 BAT54          
D31        SOD323-R          1998.008mil   3791.799mil   1997.662mil   3791.799mil   2041.662mil   3791.799mil  T        360.00 RSB39VTE-17    
D33        SOD923-100X40-2N   3282.401mil    2310.17mil   3282.401mil    2310.17mil   3264.684mil    2310.17mil  T        180.00 ESD9B3.3ST5G   
D30        LED2012120        1903.694mil   3797.582mil   1903.694mil   3797.913mil   1903.694mil   3839.251mil  T        270.00 5988110107F    
D32        SOD923-100X40-2N   3157.322mil   2311.172mil   3157.322mil   2311.172mil   3139.605mil   2311.172mil  T        180.00 ESD9B3.3ST5G   
R54        R0402             2544.564mil   2971.773mil   2544.513mil   2971.773mil   2525.615mil   2971.773mil  T        360.00 10K            
R62        R0402             3020.988mil   1932.937mil   3020.937mil   1932.937mil   3002.039mil   1932.937mil  T        360.00 4.7K           
R63        R0402             3162.184mil   2392.815mil   3162.133mil   2392.815mil   3143.235mil   2392.815mil  T        360.00 100K           
C12        C0402             4234.299mil   3840.595mil   4234.449mil   3840.595mil   4253.149mil   3840.595mil  T        180.00 C0402TBD       
R13        R0402               4234.5mil   3800.595mil   4234.449mil   3800.595mil   4215.551mil   3800.595mil  T          0.00 24r            
R131       R0402             4127.988mil    581.937mil   4127.937mil    581.937mil   4109.039mil    581.937mil  T        360.00 R0402TBD       
R4         R0402             4217.571mil   3954.567mil    4217.52mil   3954.567mil   4198.622mil   3954.567mil  T        360.00 R0402TBD       
R132       R0402              588.937mil    353.886mil    588.937mil    353.937mil    588.937mil    372.835mil  T        270.00 R0402TBD       
R3         R0402              487.937mil   3956.988mil    487.937mil   3956.937mil    487.937mil   3938.039mil  T         90.00 R0402TBD       
R32        R0402              356.988mil   3564.937mil    356.937mil   3564.937mil    338.039mil   3564.937mil  T        360.00 R0402TBD       
R83        R0402             2572.835mil   1793.401mil   2572.886mil   1793.401mil   2591.784mil   1793.401mil  T        180.00 24r            
R77        R0402             2573.125mil   1907.931mil   2573.074mil   1907.931mil   2554.176mil   1907.931mil  T        360.00 24r            
R82        R0402             2573.034mil   1868.193mil   2573.085mil   1868.193mil   2591.983mil   1868.193mil  T        180.00 24r            
C17        C0603              551.937mil   3520.937mil    551.937mil   3520.937mil    578.709mil   3520.937mil  T        180.00 C0603TBD       
C14        C0603             2151.937mil   3791.937mil   2151.937mil   3791.937mil   2178.709mil   3791.937mil  T        180.00 C0603TBD       
C8         C0603              794.937mil   3900.937mil    794.937mil   3900.937mil    768.165mil   3900.937mil  T        360.00 C0603TBD       
C9         C0603             1196.937mil   3900.937mil   1196.937mil   3900.937mil   1223.709mil   3900.937mil  T        180.00 C0603TBD       
C10        C0603             1597.937mil   3900.934mil   1597.937mil   3900.934mil   1624.709mil   3900.934mil  T        180.00 C0603TBD       
C11        C0603             2479.937mil   3900.927mil   2479.937mil   3900.927mil   2506.709mil   3900.927mil  T        180.00 C0603TBD       
U15        DRV8825PWPR       2087.357mil   1212.937mil   2087.357mil   1212.937mil   1921.019mil   1100.732mil  T          0.00 DRV8825        
Q6         SOT23-3           1982.622mil   3690.236mil   1984.937mil   3689.937mil   2024.307mil   3652.535mil  T         90.00 IRLML6346TRPBF 
R87        R0402             3200.245mil   1856.692mil   3200.245mil   1856.641mil   3200.245mil   1837.743mil  T         90.00 2k37           
R89        R0402             2102.168mil   1409.024mil   2102.168mil   1408.973mil   2102.168mil   1390.074mil  T         90.00 10K            
J22        4POL254            858.937mil    398.937mil    858.937mil    398.937mil   1008.937mil    398.937mil  T        180.00 Molex 0705430003
FB26       FB0603            1855.937mil   2984.937mil   1855.937mil   2984.937mil   1829.756mil   2984.937mil  T        360.00 220R           
R96        R0402             1945.466mil   1924.066mil   1945.415mil   1924.066mil   1926.517mil   1924.066mil  T        360.00 100R           
R97        R0402             2132.689mil   2913.859mil   2132.689mil   2913.808mil   2132.689mil    2894.91mil  T         90.00 100R           
R98        R0402             2075.491mil   2903.668mil   2075.491mil   2903.617mil   2075.491mil   2884.718mil  T         90.00 100R           
R99        R0402             2628.237mil   2662.244mil   2628.288mil   2662.244mil   2647.186mil   2662.244mil  T        180.00 100R           
R101       R0402             2353.493mil   1893.712mil   2353.493mil   1893.661mil   2353.493mil   1874.763mil  T         90.00 100R           
R109       R0402             1491.366mil   2545.477mil   1491.417mil   2545.477mil   1510.315mil   2545.477mil  T        180.00 100R           
R114       R0402             1543.735mil     2473.8mil   1543.735mil   2473.851mil   1543.735mil   2492.749mil  T        270.00 100R           
R120       R0402             1330.557mil   2544.545mil   1330.506mil   2544.545mil   1311.608mil   2544.545mil  T        360.00 100R           
R133       R0402             1442.988mil   2291.937mil   1442.937mil   2291.937mil   1424.039mil   2291.937mil  T        360.00 100R           
R134       R0402             1252.139mil   2544.526mil   1252.088mil   2544.526mil    1233.19mil   2544.526mil  T        360.00 100R           
R135       R0402             1344.056mil    2293.62mil   1344.005mil    2293.62mil   1325.107mil    2293.62mil  T        360.00 100R           
R136       R0402              1174.07mil    2545.41mil   1174.121mil    2545.41mil   1193.019mil    2545.41mil  T        180.00 100R           
R137       R0402             1173.925mil   2293.468mil   1173.874mil   2293.468mil   1154.976mil   2293.468mil  T        360.00 100R           
R138       R0402             1442.666mil   2248.239mil   1442.615mil   2248.239mil   1423.717mil   2248.239mil  T        360.00 100R           
R139       R0402             1375.298mil   1999.363mil   1375.349mil   1999.363mil   1394.247mil   1999.363mil  T        180.00 100R           
R140       R0402             1285.423mil   2249.161mil   1285.372mil   2249.161mil   1266.474mil   2249.161mil  T        360.00 100R           
R141       R0402             1207.332mil   2250.284mil   1207.383mil   2250.284mil   1226.281mil   2250.284mil  T        180.00 100R           
R142       R0402             1363.886mil   2249.937mil   1363.937mil   2249.937mil   1382.835mil   2249.937mil  T        180.00 100R           
R143       R0402             1205.656mil   1994.569mil   1205.707mil   1994.569mil   1224.605mil   1994.569mil  T        180.00 100R           
R144       R0402             1128.976mil   2250.029mil   1128.925mil   2250.029mil   1110.027mil   2250.029mil  T        360.00 100R           
R145       R0402             1126.825mil   1994.893mil   1126.877mil   1994.893mil   1145.774mil   1994.893mil  T        180.00 100R           
J12        HDR2X5            1254.937mil   2418.937mil   1454.937mil   2468.937mil   1454.937mil   2468.937mil  T        180.00 Header 5X2     
C168       C0402             4026.937mil    958.087mil   4026.937mil    957.937mil   4026.937mil    939.237mil  T         90.00 100nF          
C170       C0402             4026.937mil    748.087mil   4026.937mil    747.937mil   4026.937mil    729.237mil  T         90.00 100nF          
C171       C0603              418.236mil   2188.972mil    418.236mil   2188.972mil    391.465mil   2188.972mil  T        360.00 0603           
FB30       FB0603            1356.175mil   2600.005mil   1356.175mil   2600.005mil   1329.994mil   2600.005mil  T        360.00 220R           
TP13       TP-2              1017.545mil   2239.877mil   1017.545mil   2239.877mil   1017.545mil   2239.877mil  B        270.00 TP4            
TP14       TP-2               753.298mil   2091.674mil    753.298mil   2091.674mil    753.298mil   2091.674mil  B        270.00 TP4            
TP15       TP-2               895.891mil   2177.508mil    895.891mil   2177.508mil    895.891mil   2177.508mil  B        270.00 TP4            
TP16       TP-2               835.138mil   2135.661mil    835.138mil   2135.661mil    835.138mil   2135.661mil  B        270.00 TP4            
TP20       TP-2               580.034mil   2127.654mil    580.034mil   2127.654mil    580.034mil   2127.654mil  B        270.00 TP4            
TP21       TP-2               506.197mil   1916.741mil    506.197mil   1916.741mil    506.197mil   1916.741mil  B        270.00 TP4            
TP22       TP-2               925.579mil   1998.929mil    925.579mil   1998.929mil    925.579mil   1998.929mil  B        270.00 TP4            
TP23       TP-2              1585.583mil   2341.101mil   1585.583mil   2341.101mil   1585.583mil   2341.101mil  B        270.00 TP4            
TP24       TP-2              1859.268mil   3039.071mil   1859.268mil   3039.071mil   1859.268mil   3039.071mil  B        270.00 TP4            
TP26       TP-2              1947.438mil   2988.817mil   1947.438mil   2988.817mil   1947.438mil   2988.817mil  B        270.00 TP4            
TP27       TP-2              1678.327mil   1956.272mil   1678.327mil   1956.272mil   1678.327mil   1956.272mil  B        270.00 TP4            
TP28       TP-2              1488.795mil    1936.61mil   1488.795mil    1936.61mil   1488.795mil    1936.61mil  B        270.00 TP4            
TP29       TP-2              1503.906mil   2647.004mil   1503.906mil   2647.004mil   1503.906mil   2647.004mil  B        270.00 TP4            
TP30       TP-2               579.772mil   2982.216mil    579.772mil   2982.216mil    579.772mil   2982.216mil  B        270.00 TP4            
TP31       TP-2               852.193mil   2421.311mil    852.193mil   2421.311mil    852.193mil   2421.311mil  B        270.00 TP4            
TP32       TP-2              1550.803mil   2708.615mil   1550.803mil   2708.615mil   1550.803mil   2708.615mil  B        270.00 TP4            
TP33       TP-2               807.302mil   3430.885mil    807.302mil   3430.885mil    807.302mil   3430.885mil  B        270.00 TP4            
TP34       TP-2              2028.678mil   3648.188mil   2028.678mil   3648.188mil   2028.678mil   3648.188mil  B        270.00 TP4            
TP35       TP-2              1861.753mil   3369.234mil   1861.753mil   3369.234mil   1861.753mil   3369.234mil  B        270.00 TP4            
TP58       TP-2               935.943mil   3481.488mil    935.943mil   3481.488mil    935.943mil   3481.488mil  B        270.00 TP4            
TP59       TP-2              2470.363mil   3356.214mil   2470.363mil   3356.214mil   2470.363mil   3356.214mil  B        270.00 TP4            
TP62       TP-2              1342.405mil   3490.033mil   1342.405mil   3490.033mil   1342.405mil   3490.033mil  B        270.00 TP4            
TP63       TP-2               1853.75mil   3449.183mil    1853.75mil   3449.183mil    1853.75mil   3449.183mil  B        270.00 TP4            
TP64       TP-2              1742.611mil   3496.213mil   1742.611mil   3496.213mil   1742.611mil   3496.213mil  B        270.00 TP4            
TP65       TP-2              2368.301mil   3215.105mil   2368.301mil   3215.105mil   2368.301mil   3215.105mil  B        270.00 TP4            
TP66       TP-2              2584.138mil   3461.571mil   2584.138mil   3461.571mil   2584.138mil   3461.571mil  B        270.00 TP4            
TP67       TP-2              2484.105mil   1246.766mil   2484.105mil   1246.766mil   2484.105mil   1246.766mil  B        270.00 TP4            
TP69       TP-2              2284.571mil    1427.67mil   2284.571mil    1427.67mil   2284.571mil    1427.67mil  B        270.00 TP4            
TP70       TP-2              1893.942mil    915.162mil   1893.942mil    915.162mil   1893.942mil    915.162mil  B        270.00 TP4            
TP71       TP-2              1992.359mil    814.884mil   1992.359mil    814.884mil   1992.359mil    814.884mil  B        270.00 TP4            
TP72       TP-2              2283.773mil    915.123mil   2283.773mil    915.123mil   2283.773mil    915.123mil  B        270.00 TP4            
TP73       TP-2               2190.28mil    807.569mil    2190.28mil    807.569mil    2190.28mil    807.569mil  B        270.00 TP4            
TP80       TP-2              1071.609mil   1275.279mil   1071.609mil   1275.279mil   1071.609mil   1275.279mil  B        270.00 TP4            
TP81       TP-2               853.076mil   1413.451mil    853.076mil   1413.451mil    853.076mil   1413.451mil  B        270.00 TP4            
TP82       TP-2               436.474mil    904.304mil    436.474mil    904.304mil    436.474mil    904.304mil  B        270.00 TP4            
TP102      TP-2               552.952mil    812.953mil    552.952mil    812.953mil    552.952mil    812.953mil  B        270.00 TP4            
TP103      TP-2               873.885mil    890.114mil    873.885mil    890.114mil    873.885mil    890.114mil  B        270.00 TP4            
TP104      TP-2                750.41mil    814.164mil     750.41mil    814.164mil     750.41mil    814.164mil  B        270.00 TP4            
TP106      TP-2              2791.241mil   2117.231mil   2791.241mil   2117.231mil   2791.241mil   2117.231mil  B        270.00 TP4            
TP107      TP-2              3184.099mil   2022.553mil   3184.099mil   2022.553mil   3184.099mil   2022.553mil  B        270.00 TP4            
TP108      TP-2              3499.416mil   2020.303mil   3499.416mil   2020.303mil   3499.416mil   2020.303mil  B        270.00 TP4            
TP109      TP-2              3812.089mil   2023.914mil   3812.089mil   2023.914mil   3812.089mil   2023.914mil  B        270.00 TP4            
TP110      TP-2              1776.985mil   1252.045mil   1776.985mil   1252.045mil   1776.985mil   1252.045mil  B        270.00 TP4            
TP111      TP-2              1608.505mil   1398.724mil   1608.505mil   1398.724mil   1608.505mil   1398.724mil  B        270.00 TP4            
